# This file contains the data of final population
# of objectives = 3, # of constraints = 0, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-2.999943e+00	-1.451227e+14	0.000000e+00	-2.999943e+00	-1.854076e+00	0.000000e+00	1	1.000000e+14
-2.999999e+00	-9.871226e+13	0.000000e+00	-2.999999e+00	-2.341422e+00	0.000000e+00	1	6.184628e-01
-2.999999e+00	-8.964310e+13	0.000000e+00	-2.999999e+00	-1.031717e+00	0.000000e+00	1	9.699066e-02
-3.000000e+00	-8.120451e+13	0.000000e+00	-3.000000e+00	-1.916813e+00	0.000000e+00	1	1.000000e+14
-2.999923e+00	-9.500613e+13	0.000000e+00	-2.999923e+00	-1.722771e+00	0.000000e+00	2	1.595686e-01
-2.988597e+00	-1.131412e+14	0.000000e+00	-2.988597e+00	-1.430408e+00	0.000000e+00	2	3.141722e-01
-2.990795e+00	-1.015341e+14	0.000000e+00	-2.990795e+00	-2.267742e+00	0.000000e+00	2	1.182081e-01
-2.876907e+00	-1.426965e+14	0.000000e+00	-2.876907e+00	-1.297606e+00	0.000000e+00	2	1.000000e+14
-2.927836e+00	-1.312998e+14	0.000000e+00	-2.927836e+00	-7.346285e-01	0.000000e+00	2	4.451174e-01
-3.000000e+00	-7.364035e+13	0.000000e+00	-3.000000e+00	-1.409522e+00	0.000000e+00	2	1.000000e+14
-3.000000e+00	-7.097180e+13	0.000000e+00	-3.000000e+00	-9.223160e-01	0.000000e+00	3	1.000000e+14
-2.999559e+00	-7.864314e+13	0.000000e+00	-2.999559e+00	-1.036956e+00	0.000000e+00	3	9.189812e-02
-2.994819e+00	-8.462682e+13	0.000000e+00	-2.994819e+00	-1.405956e+00	0.000000e+00	3	1.000000e+14
-2.704867e+00	-1.238695e+14	0.000000e+00	-2.704867e+00	-2.080817e+00	0.000000e+00	3	1.000000e+14
-2.962693e+00	-1.038826e+14	0.000000e+00	-2.962693e+00	-2.231409e+00	0.000000e+00	3	3.013320e-01
-2.884446e+00	-1.126635e+14	0.000000e+00	-2.884446e+00	-2.090587e+00	0.000000e+00	3	4.171440e-01
-2.999954e+00	-7.009508e+13	0.000000e+00	-2.999954e+00	-2.292950e+00	0.000000e+00	4	1.631287e-02
-3.000000e+00	-6.886457e+13	0.000000e+00	-3.000000e+00	8.674740e-02	0.000000e+00	4	1.000000e+14
-2.905006e+00	-7.553435e+13	0.000000e+00	-2.905006e+00	-1.283395e+00	0.000000e+00	4	1.460610e-01
-2.998871e+00	-7.126524e+13	0.000000e+00	-2.998871e+00	-2.393901e+00	0.000000e+00	4	1.000000e+14
-2.810996e+00	-8.095782e+13	0.000000e+00	-2.810996e+00	-2.461361e+00	0.000000e+00	4	1.361841e-01
-2.238063e+00	-1.194503e+14	0.000000e+00	-2.238063e+00	-2.282665e+00	0.000000e+00	4	1.000000e+14
-2.768628e+00	-8.714700e+13	0.000000e+00	-2.768628e+00	-2.304873e+00	0.000000e+00	4	2.602799e-01
-2.553153e+00	-1.033387e+14	0.000000e+00	-2.553153e+00	-2.319914e+00	0.000000e+00	4	4.449740e-01
-3.000000e+00	-6.616192e+13	0.000000e+00	-3.000000e+00	-5.894432e-01	0.000000e+00	5	1.000000e+14
-1.995826e+00	-1.088758e+14	0.000000e+00	-1.995826e+00	-1.374232e+00	0.000000e+00	5	1.000000e+14
-2.950676e+00	-6.712664e+13	0.000000e+00	-2.950676e+00	-1.339348e+00	0.000000e+00	5	2.486133e-01
-2.599447e+00	-8.098158e+13	0.000000e+00	-2.599447e+00	-1.702546e+00	0.000000e+00	5	2.510665e-01
-2.565477e+00	-8.291377e+13	0.000000e+00	-2.565477e+00	-2.396336e+00	0.000000e+00	5	4.180533e-01
-2.981416e+00	-6.370069e+13	0.000000e+00	-2.981416e+00	-1.767523e+00	0.000000e+00	6	7.605226e-02
-2.999970e+00	-4.987975e+13	0.000000e+00	-2.999970e+00	-1.201943e+00	0.000000e+00	6	1.000000e+14
-3.000000e+00	-3.818548e+13	0.000000e+00	-3.000000e+00	-2.450692e+00	0.000000e+00	6	1.000000e+14
-2.999999e+00	-4.770379e+13	0.000000e+00	-2.999999e+00	-1.031717e+00	0.000000e+00	6	4.750518e-02
-3.000000e+00	-4.303653e+13	0.000000e+00	-3.000000e+00	-1.865420e+00	0.000000e+00	6	6.606503e-02
-2.999940e+00	-5.600341e+13	0.000000e+00	-2.999940e+00	-2.241240e+00	0.000000e+00	6	1.007342e-01
-2.936016e+00	-6.457524e+13	0.000000e+00	-2.936016e+00	-2.066568e+00	0.000000e+00	6	2.227996e-01
-2.224766e+00	-6.756484e+13	0.000000e+00	-2.224766e+00	-2.124484e+00	0.000000e+00	6	4.669278e-01
-1.713044e+00	-8.621061e+13	0.000000e+00	-1.713044e+00	-1.623734e+00	0.000000e+00	6	1.000000e+14
-2.999807e+00	-5.392949e+13	0.000000e+00	-2.999807e+00	-2.711456e+00	0.000000e+00	7	9.540598e-02
-2.999642e+00	-5.499237e+13	0.000000e+00	-2.999642e+00	-1.721824e+00	0.000000e+00	7	1.024348e-01
-3.000000e+00	-3.209965e+13	0.000000e+00	-3.000000e+00	-2.073497e+00	0.000000e+00	7	1.000000e+14
-2.999923e+00	-4.629432e+13	0.000000e+00	-2.999923e+00	-2.293716e+00	0.000000e+00	7	2.385941e-01
-2.978254e+00	-6.002986e+13	0.000000e+00	-2.978254e+00	-2.517303e-01	0.000000e+00	7	4.161975e-01
-2.799600e+00	-6.263863e+13	0.000000e+00	-2.799600e+00	-2.389645e+00	0.000000e+00	7	1.000000e+14
-2.986199e+00	-4.768930e+13	0.000000e+00	-2.986199e+00	-1.367001e+00	0.000000e+00	8	2.015209e-01
-2.999998e+00	-3.141676e+13	0.000000e+00	-2.999998e+00	-2.253474e+00	0.000000e+00	8	1.178195e-01
-3.000000e+00	-3.100300e+13	0.000000e+00	-3.000000e+00	-1.351362e+00	0.000000e+00	8	1.000000e+14
-2.999893e+00	-4.103824e+13	0.000000e+00	-2.999893e+00	-5.570214e-01	0.000000e+00	8	1.343133e-01
-2.929529e+00	-5.876288e+13	0.000000e+00	-2.929529e+00	-1.182829e+00	0.000000e+00	8	4.678918e-01
-2.998533e+00	-4.283277e+13	0.000000e+00	-2.998533e+00	-1.055770e+00	0.000000e+00	8	1.000000e+14
-1.416770e+00	-5.940001e+13	0.000000e+00	-1.416770e+00	-2.259729e+00	0.000000e+00	8	1.000000e+14
-2.999893e+00	-3.896408e+13	0.000000e+00	-2.999893e+00	-6.036729e-01	0.000000e+00	9	2.038075e-01
-3.000000e+00	-3.007058e+13	0.000000e+00	-3.000000e+00	-2.577605e+00	0.000000e+00	9	1.000000e+14
-2.985539e+00	-4.552793e+13	0.000000e+00	-2.985539e+00	-2.506731e+00	0.000000e+00	9	2.812526e-01
-2.814213e+00	-5.697167e+13	0.000000e+00	-2.814213e+00	-2.517074e+00	0.000000e+00	9	1.000000e+14
-2.741210e+00	-5.789447e+13	0.000000e+00	-2.741210e+00	-2.448868e+00	0.000000e+00	9	1.000000e+14
-2.910073e+00	-5.278366e+13	0.000000e+00	-2.910073e+00	-1.462858e+00	0.000000e+00	9	3.577734e-01
-3.000000e+00	-2.851068e+13	0.000000e+00	-3.000000e+00	-2.166073e+00	0.000000e+00	10	1.000000e+14
-2.957606e+00	-3.871756e+13	0.000000e+00	-2.957606e+00	-1.750073e+00	0.000000e+00	10	2.039908e-01
-2.998325e+00	-3.761124e+13	0.000000e+00	-2.998325e+00	-1.871958e+00	0.000000e+00	10	9.352040e-02
-2.999784e+00	-3.235169e+13	0.000000e+00	-2.999784e+00	-7.213145e-01	0.000000e+00	10	1.104392e-01
-2.905903e+00	-5.148288e+13	0.000000e+00	-2.905903e+00	-1.966310e+00	0.000000e+00	10	5.267287e-01
-2.159765e+00	-5.614471e+13	0.000000e+00	-2.159765e+00	-1.647718e+00	0.000000e+00	10	1.000000e+14
-2.669637e+00	-5.145213e+13	0.000000e+00	-2.669637e+00	8.314514e-01	0.000000e+00	11	1.000000e+14
-3.000000e+00	-2.126215e+13	0.000000e+00	-3.000000e+00	-1.534831e+00	0.000000e+00	11	1.000000e+14
-2.999998e+00	-2.135154e+13	0.000000e+00	-2.999998e+00	-1.790197e+00	0.000000e+00	11	1.000000e+14
-2.999783e+00	-2.739228e+13	0.000000e+00	-2.999783e+00	-2.294691e+00	0.000000e+00	11	2.582050e-02
-2.999937e+00	-2.677715e+13	0.000000e+00	-2.999937e+00	-1.410932e+00	0.000000e+00	11	2.485959e-02
-2.999964e+00	-2.515730e+13	0.000000e+00	-2.999964e+00	-1.999932e+00	0.000000e+00	11	5.996698e-02
-2.886090e+00	-3.700366e+13	0.000000e+00	-2.886090e+00	-1.135743e+00	0.000000e+00	11	2.459584e-01
-2.999166e+00	-2.904523e+13	0.000000e+00	-2.999166e+00	-1.800685e+00	0.000000e+00	11	8.637294e-02
-2.997921e+00	-3.504495e+13	0.000000e+00	-2.997921e+00	-2.090117e+00	0.000000e+00	11	2.019633e-01
-2.789796e+00	-4.437762e+13	0.000000e+00	-2.789796e+00	-1.563200e+00	0.000000e+00	11	2.664321e-01
-2.799600e+00	-3.919795e+13	0.000000e+00	-2.799600e+00	-2.577605e+00	0.000000e+00	11	1.785770e-01
-2.541553e+00	-4.625640e+13	0.000000e+00	-2.541553e+00	-2.319914e+00	0.000000e+00	12	1.374382e-01
-2.999830e+00	-2.548614e+13	0.000000e+00	-2.999830e+00	-2.183028e+00	0.000000e+00	12	7.095316e-02
-2.999576e+00	-2.629827e+13	0.000000e+00	-2.999576e+00	-2.441892e+00	0.000000e+00	12	5.702831e-02
-2.999999e+00	-1.984961e+13	0.000000e+00	-2.999999e+00	-1.147558e+00	0.000000e+00	12	6.546094e-02
-3.000000e+00	-1.953147e+13	0.000000e+00	-3.000000e+00	-1.916813e+00	0.000000e+00	12	1.000000e+14
-2.986524e+00	-3.433734e+13	0.000000e+00	-2.986524e+00	-1.367001e+00	0.000000e+00	12	1.490988e-01
-2.986700e+00	-3.036725e+13	0.000000e+00	-2.986700e+00	-1.441615e+00	0.000000e+00	12	9.170105e-02
-2.729681e+00	-3.787088e+13	0.000000e+00	-2.729681e+00	-1.198075e+00	0.000000e+00	12	1.000000e+14
-2.654171e+00	-3.971145e+13	0.000000e+00	-2.654171e+00	-2.524058e+00	0.000000e+00	12	1.409179e-01
-2.433964e+00	-4.702281e+13	0.000000e+00	-2.433964e+00	-2.361017e+00	0.000000e+00	12	7.985765e-02
-2.321335e+00	-4.832612e+13	0.000000e+00	-2.321335e+00	-1.916813e+00	0.000000e+00	12	2.178346e-01
