-2.999943e+00	-1.451227e+14	0.000000e+00
-2.999999e+00	-9.871226e+13	0.000000e+00
-2.999999e+00	-8.964310e+13	0.000000e+00
-3.000000e+00	-8.120451e+13	0.000000e+00
-2.999923e+00	-9.500613e+13	0.000000e+00
-2.988597e+00	-1.131412e+14	0.000000e+00
-2.990795e+00	-1.015341e+14	0.000000e+00
-2.876907e+00	-1.426965e+14	0.000000e+00
-2.927836e+00	-1.312998e+14	0.000000e+00
-3.000000e+00	-7.364035e+13	0.000000e+00
-3.000000e+00	-7.097180e+13	0.000000e+00
-2.999559e+00	-7.864314e+13	0.000000e+00
-2.994819e+00	-8.462682e+13	0.000000e+00
-2.704867e+00	-1.238695e+14	0.000000e+00
-2.962693e+00	-1.038826e+14	0.000000e+00
-2.884446e+00	-1.126635e+14	0.000000e+00
-2.999954e+00	-7.009508e+13	0.000000e+00
-3.000000e+00	-6.886457e+13	0.000000e+00
-2.905006e+00	-7.553435e+13	0.000000e+00
-2.998871e+00	-7.126524e+13	0.000000e+00
-2.810996e+00	-8.095782e+13	0.000000e+00
-2.238063e+00	-1.194503e+14	0.000000e+00
-2.768628e+00	-8.714700e+13	0.000000e+00
-2.553153e+00	-1.033387e+14	0.000000e+00
-3.000000e+00	-6.616192e+13	0.000000e+00
-1.995826e+00	-1.088758e+14	0.000000e+00
-2.950676e+00	-6.712664e+13	0.000000e+00
-2.599447e+00	-8.098158e+13	0.000000e+00
-2.565477e+00	-8.291377e+13	0.000000e+00
-2.981416e+00	-6.370069e+13	0.000000e+00
-2.999970e+00	-4.987975e+13	0.000000e+00
-3.000000e+00	-3.818548e+13	0.000000e+00
-2.999999e+00	-4.770379e+13	0.000000e+00
-3.000000e+00	-4.303653e+13	0.000000e+00
-2.999940e+00	-5.600341e+13	0.000000e+00
-2.936016e+00	-6.457524e+13	0.000000e+00
-2.224766e+00	-6.756484e+13	0.000000e+00
-1.713044e+00	-8.621061e+13	0.000000e+00
-2.999807e+00	-5.392949e+13	0.000000e+00
-2.999642e+00	-5.499237e+13	0.000000e+00
-3.000000e+00	-3.209965e+13	0.000000e+00
-2.999923e+00	-4.629432e+13	0.000000e+00
-2.978254e+00	-6.002986e+13	0.000000e+00
-2.799600e+00	-6.263863e+13	0.000000e+00
-2.986199e+00	-4.768930e+13	0.000000e+00
-2.999998e+00	-3.141676e+13	0.000000e+00
-3.000000e+00	-3.100300e+13	0.000000e+00
-2.999893e+00	-4.103824e+13	0.000000e+00
-2.929529e+00	-5.876288e+13	0.000000e+00
-2.998533e+00	-4.283277e+13	0.000000e+00
-1.416770e+00	-5.940001e+13	0.000000e+00
-2.999893e+00	-3.896408e+13	0.000000e+00
-3.000000e+00	-3.007058e+13	0.000000e+00
-2.985539e+00	-4.552793e+13	0.000000e+00
-2.814213e+00	-5.697167e+13	0.000000e+00
-2.741210e+00	-5.789447e+13	0.000000e+00
-2.910073e+00	-5.278366e+13	0.000000e+00
-3.000000e+00	-2.851068e+13	0.000000e+00
-2.957606e+00	-3.871756e+13	0.000000e+00
-2.998325e+00	-3.761124e+13	0.000000e+00
-2.999784e+00	-3.235169e+13	0.000000e+00
-2.905903e+00	-5.148288e+13	0.000000e+00
-2.159765e+00	-5.614471e+13	0.000000e+00
-2.669637e+00	-5.145213e+13	0.000000e+00
-3.000000e+00	-2.126215e+13	0.000000e+00
-2.999998e+00	-2.135154e+13	0.000000e+00
-2.999783e+00	-2.739228e+13	0.000000e+00
-2.999937e+00	-2.677715e+13	0.000000e+00
-2.999964e+00	-2.515730e+13	0.000000e+00
-2.886090e+00	-3.700366e+13	0.000000e+00
-2.999166e+00	-2.904523e+13	0.000000e+00
-2.997921e+00	-3.504495e+13	0.000000e+00
-2.789796e+00	-4.437762e+13	0.000000e+00
-2.799600e+00	-3.919795e+13	0.000000e+00
-2.541553e+00	-4.625640e+13	0.000000e+00
-2.999830e+00	-2.548614e+13	0.000000e+00
-2.999576e+00	-2.629827e+13	0.000000e+00
-2.999999e+00	-1.984961e+13	0.000000e+00
-3.000000e+00	-1.953147e+13	0.000000e+00
-2.986524e+00	-3.433734e+13	0.000000e+00
-2.986700e+00	-3.036725e+13	0.000000e+00
-2.729681e+00	-3.787088e+13	0.000000e+00
-2.654171e+00	-3.971145e+13	0.000000e+00
-2.433964e+00	-4.702281e+13	0.000000e+00
-2.321335e+00	-4.832612e+13	0.000000e+00
-1.714882e+00	-4.987371e+13	0.000000e+00
-2.999757e+00	-2.077150e+13	0.000000e+00
-2.997007e+00	-2.481311e+13	0.000000e+00
-3.000000e+00	-1.885671e+13	0.000000e+00
-2.994850e+00	-2.606621e+13	0.000000e+00
-2.999242e+00	-2.385411e+13	0.000000e+00
-2.969613e+00	-3.270816e+13	0.000000e+00
-2.745478e+00	-3.357872e+13	0.000000e+00
-2.977588e+00	-2.764799e+13	0.000000e+00
-2.714769e+00	-3.571597e+13	0.000000e+00
-2.555370e+00	-3.961650e+13	0.000000e+00
-2.308220e+00	-4.473034e+13	0.000000e+00
-2.475597e+00	-4.210307e+13	0.000000e+00
-2.996402e+00	-2.403212e+13	0.000000e+00
-3.000000e+00	-1.716041e+13	0.000000e+00
-2.998839e+00	-1.779704e+13	0.000000e+00
-2.665965e+00	-3.161010e+13	0.000000e+00
-2.936016e+00	-3.055175e+13	0.000000e+00
-2.945722e+00	-2.796243e+13	0.000000e+00
-2.178805e+00	-3.504123e+13	0.000000e+00
-2.114372e+00	-4.390286e+13	0.000000e+00
-2.677557e+00	-3.017233e+13	0.000000e+00
-2.712692e+00	-2.967319e+13	0.000000e+00
-2.990795e+00	-2.275359e+13	0.000000e+00
-3.000000e+00	-1.712149e+13	0.000000e+00
-2.999941e+00	-1.714891e+13	0.000000e+00
-2.995979e+00	-1.828724e+13	0.000000e+00
-2.930922e+00	-2.617981e+13	0.000000e+00
-1.583125e+00	-3.637022e+13	0.000000e+00
-7.454155e-01	-3.920949e+13	0.000000e+00
-2.985202e+00	-2.066931e+13	0.000000e+00
-2.994808e+00	-1.708054e+13	0.000000e+00
-2.998695e+00	-1.702447e+13	0.000000e+00
-3.000000e+00	-1.655160e+13	0.000000e+00
-2.977150e+00	-2.226783e+13	0.000000e+00
-2.904915e+00	-2.576631e+13	0.000000e+00
-2.792119e+00	-2.599993e+13	0.000000e+00
-2.669637e+00	-2.956645e+13	0.000000e+00
-1.497824e+00	-3.178509e+13	0.000000e+00
-2.630622e+00	-3.006215e+13	0.000000e+00
-2.879112e+00	-2.184923e+13	0.000000e+00
-2.975734e+00	-2.124894e+13	0.000000e+00
-2.998547e+00	-1.653752e+13	0.000000e+00
-3.000000e+00	-1.635768e+13	0.000000e+00
-2.654171e+00	-2.360238e+13	0.000000e+00
-2.360935e+00	-2.361579e+13	0.000000e+00
-2.238063e+00	-2.516623e+13	0.000000e+00
-2.087637e+00	-2.590070e+13	0.000000e+00
-2.971099e+00	-1.892050e+13	0.000000e+00
-2.970965e+00	-2.001887e+13	0.000000e+00
-2.927916e+00	-2.105142e+13	0.000000e+00
-2.933888e+00	-2.042361e+13	0.000000e+00
-2.729681e+00	-2.178930e+13	0.000000e+00
-3.000000e+00	-1.612341e+13	0.000000e+00
-2.224471e+00	-2.443307e+13	0.000000e+00
-2.626001e+00	-2.318869e+13	0.000000e+00
-2.346259e+00	-2.117638e+13	0.000000e+00
-2.928173e+00	-1.715239e+13	0.000000e+00
-2.607308e+00	-2.088044e+13	0.000000e+00
-3.000000e+00	-1.476879e+13	0.000000e+00
-2.999439e+00	-1.592803e+13	0.000000e+00
-2.035176e+00	-2.230967e+13	0.000000e+00
-2.832827e+00	-2.056227e+13	0.000000e+00
-2.826097e+00	-1.742629e+13	0.000000e+00
-2.354719e+00	-2.014866e+13	0.000000e+00
